,y_actual,y_predict
0,0.4217156767845154,0.39198749982821823
1,0.4181320369243622,0.39687728954376666
2,0.3894600570201874,0.39859948299292114
3,0.3810980319976806,0.39374415852014977
4,0.40260145068168635,0.38523444962331155
5,0.4085753560066223,0.3769589173566601
6,0.4217156767845154,0.3714820162379908
7,0.4145481884479522,0.36930135490817406
8,0.3966284692287445,0.36662482155824705
9,0.3894600570201874,0.36557082634308813
10,0.40618520975112904,0.3619495712996752
11,0.39304384589195257,0.3614504932104694
12,0.3954339623451233,0.3610899440234334
13,0.4002124071121216,0.3605803126234548
14,0.4014069139957428,0.36080473746014263
15,0.3894600570201874,0.360872064911149
16,0.3655674457550049,0.3611464509912423
17,0.3631772994995117,0.3528761285868711
18,0.3679566085338592,0.3437497857339906
19,0.4002124071121216,0.33865053283753355
20,0.41215905547142023,0.3392874718978476
21,0.3775132000446319,0.34703306766024866
22,0.4037960767745971,0.3499218695015429
23,0.3918491899967193,0.35087327050564454
24,0.3799034655094147,0.35400292828774127
25,0.370345801115036,0.35248659119176295
26,0.4014069139957428,0.3486013697928172
27,0.4085753560066223,0.3485174776514839
28,0.4014069139957428,0.3522789982178267
29,0.3846817612648011,0.3569961945470652
30,0.3691511452198028,0.3574199300125258
31,0.3583989441394806,0.3542686312640342
32,0.3679566085338592,0.3471466159407157
33,0.3799034655094147,0.34090506734276005
34,0.3631772994995117,0.3381696224732025
35,0.3560098111629486,0.3354368493278912
36,0.3619828522205353,0.3304873465754383
37,0.3464522361755371,0.3264265928935117
38,0.3297270834445953,0.317597345776818
39,0.3130019903182983,0.308548616513292
40,0.3464522361755371,0.2979452109108536
41,0.3440630435943603,0.29160534286063466
42,0.3440630435943603,0.29186049252615476
43,0.3488414287567138,0.2954442098439074
44,0.3512314856052398,0.30030006866152803
45,0.332116425037384,0.3054348554904607
46,0.3392847776412964,0.3053448183833609
47,0.332713633775711,0.3018355085858673
48,0.3345054388046264,0.3006555415724961
49,0.3345054388046264,0.2990813616465857
50,0.3524260222911834,0.2987459266674648
51,0.3631772994995117,0.2993852702796005
52,0.3631772994995117,0.3020965360447292
53,0.3440630435943603,0.3087622208667824
54,0.3607881963253021,0.3125424435028492
55,0.3775132000446319,0.3153648529966233
56,0.3607881963253021,0.31910967528642686
57,0.332116425037384,0.31683617153905175
58,0.32494878768920893,0.3126517170245222
59,0.3237541317939758,0.3020853148028948
60,0.3261433243751526,0.2966964469981406
61,0.32494878768920893,0.2937753172934663
62,0.3225595951080322,0.2931991599597552
63,0.3261433243751526,0.29217321784918227
64,0.3273378908634186,0.29121927870704667
65,0.3153910040855407,0.2897224451980662
66,0.3237541317939758,0.28619042574447917
67,0.3261433243751526,0.2857576064165812
68,0.3297270834445953,0.2854295186791376
69,0.3380901515483856,0.2851781094275623
70,0.3440630435943603,0.2861765327783985
71,0.3452576100826263,0.2906026447510044
72,0.3380901515483856,0.2963409740871725
73,0.32494878768920893,0.2992836111720294
74,0.32494878768920893,0.299065331301108
75,0.3345054388046264,0.29656419664794953
76,0.32494878768920893,0.2958000835135124
77,0.3130019903182983,0.2935929721136574
78,0.3297270834445953,0.28734661441205844
79,0.3237541317939758,0.2852253989467215
80,0.3297270834445953,0.28171595556301554
81,0.3225595951080322,0.2790295368333773
82,0.3273378908634186,0.2798904999717422
83,0.332116425037384,0.2824894197323147
84,0.3357000350952148,0.28603386270364695
85,0.3655674457550049,0.29014190590473277
86,0.3464522361755371,0.29470641319329616
87,0.3715404272079468,0.30098964068949385
88,0.3727349042892456,0.30646480518740304
89,0.3655674457550049,0.31377090231129046
90,0.3739295303821563,0.3222779394838824
91,0.4055879712104797,0.32663872779866665
92,0.4241059124469757,0.3343763083883289
93,0.4253005385398865,0.3447403274983003
94,0.4085753560066223,0.3590224302154468
95,0.4109644889831543,0.3698565392065518
96,0.4193266332149505,0.3769024103888512
97,0.4085753560066223,0.3825499011006457
98,0.4014069139957428,0.3857575732307339
99,0.3894600570201874,0.38079310882250184
100,0.3715404272079468,0.37331121224320896
101,0.3715404272079468,0.360792981873459
102,0.3727349042892456,0.3519690782052578
103,0.3739295303821563,0.34633975521833804
104,0.3799034655094147,0.3406767685059151
105,0.3834871649742126,0.33448451322030337
106,0.3846817612648011,0.32704536422895103
107,0.3882655203342438,0.3226143095664895
108,0.3787079155445099,0.3246370719933509
109,0.3787079155445099,0.32884129726730293
110,0.3846817612648011,0.3365676566151308
111,0.3846817612648011,0.3398874075773506
112,0.3846817612648011,0.34346738448115843
113,0.3918491899967193,0.3494312073437129
114,0.4181320369243622,0.35168681053863793
115,0.4384418427944183,0.3569921869606958
116,0.4336625933647156,0.36601272953342345
117,0.4169375002384186,0.3776820195239168
118,0.4181320369243622,0.38100323993447205
119,0.4276896119117737,0.381714987273682
120,0.5184838175773621,0.38039969742723656
121,0.5137054324150085,0.3566977629487553
122,0.4826442301273346,0.3857785462660672
123,0.4802550375461578,0.40742552404051935
124,0.4778650104999542,0.42523390200412337
125,0.4706975817680359,0.4394466734770788
126,0.4969801604747772,0.44918484118235824
127,0.49518847465515137,0.4524478180043445
128,0.5375989675521851,0.4625186153782863
129,0.5125107169151306,0.4601987572152382
130,0.5065370798110962,0.4621406999836495
131,0.5101217031478882,0.4646459758093897
132,0.507731556892395,0.4713677668406149
133,0.5065370798110962,0.4789604063899162
134,0.4993693828582763,0.4817552971239536
135,0.5065370798110962,0.47962539855481623
136,0.48981171846389765,0.47791816676144094
137,0.4754760265350342,0.4725920844764744
138,0.4790596663951874,0.4615661456844862
139,0.46711376309394825,0.45134920499427267
140,0.4659191966056824,0.44277911512946844
141,0.4491931796073913,0.4343539663050251
142,0.40618520975112904,0.4245437956313083
143,0.4157428443431854,0.3966373687064504
144,0.3810980319976806,0.37948703642470605
145,0.3464522361755371,0.36532315750545763
146,0.3679566085338592,0.3392011752046926
147,0.4014069139957428,0.32683857277228867
148,0.3691511452198028,0.32643607751458603
149,0.3679566085338592,0.3246436177177543
150,0.3655674457550049,0.3277230470840209
151,0.3727349042892456,0.32784795019253465
152,0.4085753560066223,0.33374965546636304
153,0.4575560986995697,0.3367526735191859
154,0.4276896119117737,0.3249194732461831
155,0.4491931796073913,0.3444890518329373
156,0.4372473359107971,0.3656910539341709
157,0.4312734007835388,0.3800094921010668
158,0.4193266332149505,0.3939488125974151
