Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.0,0.08013107286361687,0.07764672487974167,0.07764672487974167,372600,0.0,0.0
1980-03-18,0.0,0.0795095980223778,0.07702524960041046,0.07702524960041046,113400,0.0,0.0
1980-03-19,0.0,0.0795095980223778,0.07702524960041046,0.07702524960041046,291600,0.0,0.0
1980-03-20,0.0,0.0795095980223778,0.07702524960041046,0.07702524960041046,48600,0.0,0.0
1980-03-21,0.0,0.0795095980223778,0.07702524960041046,0.07702524960041046,16200,0.0,0.0
1980-03-24,0.0,0.0795095980223778,0.07702524960041046,0.07702524960041046,469800,0.0,0.0
1980-03-25,0.0,0.07702520803218556,0.07454086095094681,0.07454086095094681,874800,0.0,0.0
1980-03-26,0.0,0.07702520803218556,0.07454086095094681,0.07454086095094681,469800,0.0,0.0
1980-03-27,0.0,0.07019210372655309,0.06770775467157364,0.06770775467157364,1733400,0.0,0.0
1980-03-28,0.0,0.07329791457473533,0.07081356644630432,0.07081356644630432,761400,0.0,0.0
1980-03-31,0.0,0.07702520803218556,0.07454086095094681,0.07454086095094681,1166400,0.0,0.0
1980-04-01,0.0,0.07826740688568386,0.07578305900096893,0.07578305900096893,226800,0.0,0.0
1980-04-02,0.0,0.0795095980223778,0.07702524960041046,0.07702524960041046,437400,0.0,0.0
1980-04-03,0.0,0.0807525698129943,0.0782674178481102,0.0782674178481102,891000,0.0,0.0
1980-04-07,0.0,0.0795095980223778,0.07702524960041046,0.07702524960041046,194400,0.0,0.0
1980-04-08,0.0,0.08013107286361687,0.07764672487974167,0.07764672487974167,162000,0.0,0.0
1980-04-09,0.0,0.09007009492040383,0.08758494257926941,0.08758494257926941,2025000,0.0,0.0
1980-04-10,0.0,0.08882788085687336,0.08634272962808609,0.08634272962808609,988200,0.0,0.0
1980-04-11,0.0,0.08758493971013635,0.08510059118270874,0.08510059118270874,259200,0.0,0.0
1980-04-14,0.0,0.08758493971013635,0.08510059118270874,0.08510059118270874,210600,0.0,0.0
1980-04-15,0.0,0.09193376087019002,0.08944860845804214,0.08944860845804214,1684800,0.0,0.0
1980-04-16,0.0,0.09255445500598554,0.09007010608911514,0.09007010608911514,793800,0.0,0.0
1980-04-17,0.0,0.08882788085687336,0.08634272962808609,0.08634272962808609,1409400,0.0,0.0
1980-04-18,0.0,0.09007009492040383,0.08758494257926941,0.08758494257926941,437400,0.0,0.0
1980-04-21,0.0,0.08510061796767988,0.08261546492576599,0.08261546492576599,874800,0.0,0.0
1980-04-22,0.0,0.08820644430069173,0.08572129160165787,0.08572129160165787,858600,0.0,0.0
