Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-05-02,0.0,0.46134901046752935,0.4535397539863198,0.4613490104675293,672000,0.0,0.0
1973-05-03,0.0,0.4643528957372041,0.4505364091906119,0.46255064010620117,739200,0.0,0.0
1973-05-04,0.0,0.4679569105634301,0.4589460777085606,0.4613490104675293,1339200,0.0,0.0
1973-05-07,0.0,0.4649530895892181,0.45774451455682713,0.4589458703994751,316800,0.0,0.0
1973-05-08,0.0,0.45894600189446805,0.44933471242300094,0.45834532380104065,619200,0.0,0.0
1973-05-09,0.0,0.4613492425458016,0.4565435945987701,0.45654359459877014,508800,0.0,0.0
1973-05-10,0.0,0.45894630857805496,0.4547413391258447,0.45654359459877014,307200,0.0,0.0
1973-05-11,0.0,0.45894630857805496,0.4553420176206659,0.45654359459877014,451200,0.0,0.0
1973-05-14,0.0,0.4577447831924626,0.4499355256557465,0.44993552565574646,657600,0.0,0.0
1973-05-15,0.0,0.4541404559637363,0.4481332337458729,0.45173752307891846,830400,0.0,0.0
1973-05-16,0.0,0.455341812411964,0.4481332337458729,0.45173752307891846,331200,0.0,0.0
1973-05-17,0.0,0.4517373993458747,0.44813311100006104,0.44813311100006104,619200,0.0,0.0
1973-05-18,0.0,0.4457304321736697,0.4397232111509116,0.4403238892555237,604800,0.0,0.0
1973-05-21,0.0,0.43732049351016633,0.43071281112611354,0.43251484632492065,1022400,0.0,0.0
1973-05-22,0.0,0.43972308683890926,0.4349174433722745,0.43671947717666626,1099200,0.0,0.0
1973-05-23,0.0,0.43371620312412534,0.4313134895257159,0.43251484632492065,768000,0.0,0.0
1973-05-24,0.0,0.42530609014596843,0.41689615604314895,0.4211011230945587,1483200,0.0,0.0
1973-05-25,0.0,0.42530628582680924,0.4078855114657738,0.4241049289703369,3124800,0.0,0.0
1973-05-29,0.0,0.4289102927626663,0.42170171641371396,0.4247053265571594,1756800,0.0,0.0
1973-05-30,0.0,0.4253059642219474,0.4162953546351094,0.4198996424674988,2478400,0.0,3.0
1973-05-31,0.0,0.41989981415449157,0.41088898089506837,0.41269123554229736,3008000,0.0,0.0
1973-06-01,0.0,0.40368051128835325,0.39647193072963266,0.4018784761428833,800000,0.0,0.0
1973-06-04,0.0,0.39466972905918607,0.38385686278343206,0.383856862783432,531200,0.0,0.0
1973-06-05,0.0,0.39106536488776195,0.3640330944171019,0.3730439245700836,1417600,0.0,0.0
1973-06-06,0.0,0.3784501575174183,0.3406052517597931,0.3550224006175995,2070400,0.0,0.0
1973-06-07,0.0,0.39106551753464136,0.3532203681010569,0.3694397807121277,2363200,0.0,0.0
1973-06-08,0.0,0.40187825140276556,0.37664823355648464,0.39647170901298523,1230400,0.0,0.0
1973-06-11,0.0,0.40007612859556696,0.39286754970195314,0.39827409386634827,576000,0.0,0.0
1973-06-12,0.0,0.4180974017018857,0.40368024991906204,0.4144931137561798,857600,0.0,0.0
1973-06-13,0.0,0.4217015560221883,0.40368012200414605,0.4072844088077545,876800,0.0,0.0
1973-06-14,0.0,0.40908661932494517,0.3964715068404739,0.4000757932662964,1216000,0.0,0.0
1973-06-15,0.0,0.3982739776102698,0.3766482472419738,0.3766482472419739,465600,0.0,0.0
1973-06-18,0.0,0.38205456279572986,0.37484598613920667,0.37845027446746826,457600,0.0,0.0
1973-06-19,0.0,0.4000757932662964,0.38205436113718394,0.4000757932662964,566400,0.0,0.0
1973-06-20,0.0,0.4180975595072625,0.4054826569301032,0.41269123554229736,944000,0.0,0.0
1973-06-21,0.0,0.414493476167965,0.40548285841941833,0.40548285841941833,681600,0.0,0.0
1973-06-22,0.0,0.4307128960992075,0.40548285841941833,0.40548285841941833,926400,0.0,0.0
1973-06-25,0.0,0.403680340961484,0.3820546084099759,0.383856862783432,523200,0.0,0.0
1973-06-26,0.0,0.3892630636692047,0.3784502007895046,0.3892630636692047,380800,0.0,0.0
1973-06-27,0.0,0.39466976006543025,0.38746118198193696,0.3928675055503845,316800,0.0,0.0
1973-06-28,0.0,0.40007612859556696,0.39106551497273445,0.39827409386634827,380800,0.0,0.0
1973-06-29,0.0,0.4036804139614105,0.3964718351406711,0.4036804139614105,524800,0.0,0.0
1973-07-02,0.0,0.40187833814892354,0.3928675055503845,0.3928675055503845,360000,0.0,0.0
1973-07-03,0.0,0.39286740180456414,0.3820545375347138,0.38205453753471375,699200,0.0,0.0
1973-07-05,0.0,0.3928673512957714,0.38025245459691714,0.3892630636692047,345600,0.0,0.0
1973-07-06,0.0,0.394669605103184,0.38746102985005054,0.3892630636692047,244800,0.0,0.0
1973-07-09,0.0,0.3982740938663483,0.38926326025514624,0.39827409386634827,313600,0.0,0.0
1973-07-10,0.0,0.4036800796921189,0.3982737600474777,0.4000757932662964,660800,0.0,0.0
1973-07-11,0.0,0.42710804939270025,0.40187804453371073,0.4271080493927002,689600,0.0,0.0
1973-07-12,0.0,0.4523385167121887,0.4217019409243359,0.4523385167121887,1675200,0.0,0.0
1973-07-13,0.0,0.4469321643719908,0.4343172535976785,0.43972358107566833,936000,0.0,0.0
1973-07-16,0.0,0.4577450156211853,0.42710864819196637,0.4577450156211853,1004800,0.0,0.0
1973-07-17,0.0,0.46675538513660647,0.4559425216197925,0.46315109729766846,961600,0.0,0.0
1973-07-18,0.0,0.4685576335336672,0.45594273031733146,0.46675559878349304,1099200,0.0,0.0
1973-07-19,0.0,0.4705196199938655,0.4614712762179778,0.4632808566093445,1190400,0.008438,0.0
