Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-07-19,10.961970008553191,11.099901773399724,10.88937390558486,11.012786865234375,34994300,0.0,0
2001-07-20,10.9256714495663,10.9256714495663,10.744181892903496,10.89663314819336,9238500,0.0,0
2001-07-23,10.889370918273926,10.896630665044722,10.562689929191219,10.889370918273926,7501000,0.0,0
2001-07-24,10.853077068916695,10.86759656806667,10.671587483508965,10.787740707397461,3537300,0.0,0
2001-07-25,10.671588289375821,10.85307788848877,10.635290231087655,10.85307788848877,4208100,0.0,0
2001-07-26,10.853078874701168,10.882117185504818,10.526397705078125,10.526397705078125,6335300,0.0,0
2001-07-27,10.533653259277344,10.591729857747058,10.526393511386713,10.533653259277344,3524000,0.0,0
2001-07-30,10.526397348603714,10.729665517345625,10.526397348603714,10.671588897705078,3654300,0.0,0
2001-07-31,10.678847664643072,10.89663531439926,10.598992493074539,10.860337257385254,1429000,0.0,0
2001-08-01,10.889377286357265,11.25235652923584,10.816781160850365,11.25235652923584,2087900,0.0,0
2001-08-02,11.179758071899414,11.252354182264506,10.961971125459776,11.179758071899414,1717400,0.0,0
2001-08-03,11.179755766248283,11.179755766248283,10.874853273320815,10.998266220092773,983600,0.0,0
2001-08-06,10.998270559999485,11.049088123758407,10.90389656800709,10.961973190307617,777400,0.0,0
2001-08-07,10.961973411864165,11.28865459198929,10.961973411864165,11.25235652923584,788900,0.0,0
2001-08-08,11.179753865830207,11.324946031935905,10.889370918273926,10.889370918273926,2190300,0.0,0
2001-08-09,10.925675349110714,11.25235652923584,10.889377286357265,11.25235652923584,928000,0.0,0
2001-08-10,11.179759765043059,11.179759765043059,10.976491594495345,11.027308464050293,703300,0.0,0
2001-08-13,10.998266856834793,11.136199307602043,10.816777300171989,10.89663314819336,1770400,0.0,0
2001-08-14,10.925674627878404,10.932934378415451,10.635290837347759,10.671588897705078,1000800,0.0,0
2001-08-15,10.707884913497741,10.816778381449655,10.671586860071175,10.736923217773438,530900,0.0,0
2001-08-16,10.729661902033854,10.729661902033854,10.199712753295898,10.199712753295898,1522700,0.0,0
2001-08-17,10.206975546661813,10.744184603768254,10.090821619535546,10.540916442871094,2342400,0.0,0
2001-08-20,10.59899154425677,11.143460273742676,10.519135687509051,11.143460273742676,1434900,0.0,0
2001-08-21,11.070864910429565,11.324950611534492,10.896635071440501,11.223316192626953,1038200,0.0,0
2001-08-22,11.121680453482455,11.172498003067673,10.72966301612891,11.136199951171875,829000,0.0,0
2001-08-23,11.216054274501328,11.216054274501328,11.070862770080566,11.070862770080566,470000,0.0,0
2001-08-24,11.070864598679595,11.23783468326036,10.889375015094684,11.179758071899414,689000,0.0,0
2001-08-27,11.237835884094238,11.361248869505662,11.179759266527437,11.237835884094238,827700,0.0,0
2001-08-28,11.194277446841042,11.310430668275647,11.070864475984823,11.15071964263916,736900,0.0,0
2001-08-29,11.099901257803939,11.114420754654267,10.889373399768196,10.89663314819336,397400,0.0,0
2001-08-30,10.780482464240317,10.918414254941892,10.780482464240317,10.85307788848877,640100,0.0,0
2001-08-31,10.889377168729055,10.961973293451765,10.816781044006348,10.816781044006348,3337900,0.0,0
2001-09-04,10.889374152164626,11.361246755160655,10.889374152164626,11.165238380432129,1068600,0.0,0
2001-09-05,11.165237144385934,11.165237144385934,10.816776850082483,10.824036598205566,1053200,0.0,0
2001-09-06,10.707887320682921,10.896636687070613,10.453801581905031,10.526397705078125,1384500,0.0,0
2001-09-07,10.490098883400885,10.628031368969877,10.417503457815844,10.540916442871094,1408500,0.0,0
2001-09-10,10.58447027640307,11.005525968097636,10.562691724716158,10.998266220092773,622100,0.0,0
2001-09-17,10.991007857076658,10.991007857076658,10.50461578734091,10.598990440368652,1934300,0.0,0
2001-09-18,10.59899165001303,10.889374698371826,10.417502071706833,10.56269359588623,902800,0.0,0
2001-09-19,10.598991419381687,10.664327084594879,9.960148034565606,10.127118110656738,2415400,0.0,0
2001-09-20,10.090820515584761,10.090820515584761,9.321305073067702,9.40116024017334,3498900,0.0,0
2001-09-21,9.32856419899041,9.43745766434015,8.827652596794959,9.25596809387207,2051800,0.0,0
2001-09-24,9.437456773085403,9.64072487896164,9.401158723954149,9.582648277282715,1964200,0.0,0
2001-09-25,9.582649903373172,9.582649903373172,9.219670735121705,9.292266845703125,1827300,0.0,0
2001-09-26,9.292266629155861,9.408419849517042,8.856691360473633,8.856691360473633,3327200,0.0,0
2001-09-27,8.900250574468107,8.900250574468107,8.428377176575346,8.602607727050781,2347500,0.0,0
2001-09-28,8.78409548758617,9.76413875271714,8.78409548758617,9.25596809387207,2844000,0.0,0
2001-10-01,9.183374141993932,9.437459877156233,9.183374141993932,9.219672203063965,878800,0.0,0
2001-10-02,9.110771696622253,9.219665103653327,8.798609581052991,9.132550239562988,1900400,0.0,0
2001-10-03,9.161594046528611,9.481016099606792,9.147075239931139,9.40116024017334,2539400,0.0,0
2001-10-04,9.415678720060844,10.01822401369186,9.415678720060844,9.793176651000977,3108500,0.0,0
2001-10-05,9.800436719487085,9.974666539452636,9.66976400834904,9.836734771728516,2172300,0.0,0
2001-10-08,9.873030539332051,9.938366187454518,9.604425430297852,9.604425430297852,576100,0.0,0
2001-10-09,9.78591990720003,10.018227089900366,9.713324475122636,9.727843284606934,1601100,0.0,0
2001-10-10,9.691543624044705,9.98192666837542,9.65524557042142,9.923850059509277,1700400,0.0,0
2001-10-11,11.252354399219143,11.252354399219143,10.671587582084202,11.005528450012207,4214100,0.0,0
2001-10-12,11.078122968529899,12.014608383178711,11.078122968529899,12.014608383178711,5193300,0.0,0
2001-10-15,11.985570905904751,13.030951176420785,11.985570905904751,12.704269409179688,3277900,0.0,0
2001-10-16,12.813162425583968,13.103545439361438,12.268693755505426,12.66797161102295,1996000,0.0,0
2001-10-17,12.813160883923143,12.878497227243829,12.232394926245115,12.32676887512207,1877100,0.0,0
2001-10-18,12.326774023781145,12.326774023781145,12.058170175410062,12.123506546020508,942000,0.0,0
2001-10-19,12.123504561501603,12.23239803314209,12.007351340464334,12.23239803314209,2062500,0.0,0
2001-10-22,12.341290283203126,12.75508626527153,12.319511037168558,12.704269409179688,469600,0.0,0
2001-10-23,12.704272888317815,12.871242999675443,12.537302776960187,12.791388511657715,915400,0.0,0
2001-10-24,12.834941924304045,12.893018528206332,12.755086074692608,12.878499031066895,472600,0.0,0
2001-10-25,12.878499031066895,12.885758779636612,12.435664060902313,12.878499031066895,265100,0.0,0
2001-10-26,12.849465132332362,12.907541753007008,12.704272888317815,12.791388511657715,566500,0.0,0
2001-10-29,12.863982095635563,12.871241845650975,12.631675633765374,12.740569114685059,616200,0.0,0
2001-10-30,12.667973076389563,12.675231441000108,12.450184752372243,12.595376968383789,574700,0.0,0
2001-10-31,12.646192487000658,12.77686519061732,12.413886073751234,12.755085945129395,718600,0.0,0
2001-11-01,12.7187891461079,13.495564268784248,12.7187891461079,13.292295455932617,1089900,0.0,0
2001-11-02,13.430230754695527,13.865806083130327,13.139847663957594,13.248741149902344,2372800,0.0,0
2001-11-05,13.24873835740193,13.263257855042431,12.900278721962927,13.13984489440918,1552700,0.0,0
2001-11-06,13.052731895348085,13.052731895348085,12.59537870574072,13.045472145080566,562600,0.0,0
2001-11-07,13.052728974639978,13.720610618591309,13.038209477353858,13.720610618591309,1987000,0.0,0
2001-11-08,13.575425710939038,14.49739203557835,13.575425710939038,14.482873916625977,1747200,0.0,0
2001-11-09,14.337681649853637,14.482873916625977,14.265085516467467,14.482873916625977,1325400,0.0,0
2001-11-12,14.337677986994603,14.337677986994603,13.793209202678351,14.14892864227295,2398300,0.0,0
2001-11-13,14.30137690769,15.419351801115655,14.272337915433441,15.099929809570312,1463000,0.0,0
