Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02,0.19427241936538242,0.19427241936538242,0.19093096256256104,0.19093096256256104,352350,0.0,0.0
1962-01-03,0.1937948907141752,0.19761353445260785,0.1937948907141752,0.19474948942661285,710775,0.0,0.0
1962-01-04,0.19474952058244155,0.19809075488199065,0.1928403228521347,0.1928403228521347,911250,0.0,0.0
1962-01-05,0.19284022988012,0.19379482828504305,0.1837709366389914,0.18902158737182617,880875,0.0,0.0
1962-01-08,0.18902165301152887,0.1923628730333332,0.1866350317261418,0.18949884176254272,473850,0.0,0.0
1962-01-09,0.18949890951458412,0.19427238885357173,0.18806712151524216,0.18997631967067719,577125,0.0,0.0
1962-01-10,0.18997631967067719,0.19331755471423134,0.18949890951458412,0.18997631967067719,352350,0.0,0.0
1962-01-11,0.19045374295455467,0.19618158628860355,0.19045374295455467,0.19188553094863892,692550,0.0,0.0
1962-01-12,0.1937949135771714,0.1985681565911661,0.1937949135771714,0.19713613390922546,972000,0.0,0.0
1962-01-15,0.19618147377407225,0.19618147377407225,0.19236283077852606,0.1933174431324005,625725,0.0,0.0
1962-01-16,0.19331755400434522,0.19427238814017933,0.19188553094863892,0.19188553094863892,376650,0.0,0.0
1962-01-17,0.19188556880592234,0.1961816249934599,0.19188556880592234,0.192362979054451,674325,0.0,0.0
1962-01-18,0.19236283077852606,0.19522687524734408,0.19236283077852606,0.1933174431324005,710775,0.0,0.0
1962-01-19,0.19379492372287602,0.202386811375618,0.19379492372287602,0.20238681137561798,1293975,0.0,0.0
1962-01-22,0.20238695139475807,0.2038189751423987,0.19952290389947686,0.20190952718257904,1148175,0.0,0.0
1962-01-23,0.20000018974367437,0.202386811375618,0.1995227658617959,0.20238681137561798,923400,0.0,0.0
1962-01-24,0.2023868551858294,0.20334145426750183,0.1995228090520339,0.20334145426750183,1020600,0.0,0.0
1962-01-25,0.20334135231716058,0.20906942788568136,0.20334135231716058,0.2081145942211151,2897775,0.0,0.0
1962-01-26,0.2081145796678597,0.2095466019166368,0.20572795888277656,0.20715998113155365,1919700,0.0,0.0
1962-01-29,0.2071599956180549,0.20859201796697197,0.20525079841193444,0.2081145942211151,941625,0.0,0.0
1962-01-30,0.2081146125558228,0.21145606746674545,0.2071600138686633,0.21002405881881714,1749600,0.0,0.0
