Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-12-31,5.280663304680946,5.304343409186242,5.25698320017565,5.292503356933594,449200,0.0,0.0
1982-01-04,5.209623711294236,5.2925040885193715,5.114903280179795,5.185943603515625,630400,0.0,0.0
1982-01-05,5.020184131769034,5.103064530170881,4.925463676452637,4.925463676452637,1076800,0.0,0.0
1982-01-06,4.8780999183654785,4.913620063402121,4.83073972498329,4.8780999183654785,1560400,0.0,0.0
1982-01-07,4.818900180335092,4.901780527417022,4.736019833253161,4.783380031585693,1303600,0.0,0.0
1982-01-08,4.8544237141504265,4.8899438876686006,4.807063482792862,4.842583656311035,991200,0.0,0.0
1982-01-11,4.771543316429642,4.901783952858243,4.641302680001042,4.664982795715332,1479600,0.0,0.0
1982-01-12,4.73602247826847,4.807062815442497,4.653142084898772,4.795222759246826,1089600,0.0,0.0
1982-01-13,4.7952245040373365,4.949145290586683,4.6294636569841945,4.688663959503174,1231200,0.0,0.0
1982-01-14,4.747862534464141,4.795222759246826,4.688662253485785,4.795222759246826,1068400,0.0,0.0
1982-01-15,4.807066440582275,4.830746570831449,4.771546245208515,4.807066440582275,724400,0.0,0.0
1982-01-18,4.771543309274688,4.842583656311035,4.70050296223834,4.842583656311035,897600,0.0,0.0
1982-01-19,4.771538377708993,4.842578651322525,4.700498104095459,4.700498104095459,722000,0.0,0.0
1982-01-20,4.629460042562241,4.71234040138049,4.534739632484241,4.61761999130249,1852800,0.0,0.0
1982-01-21,4.593940151787793,4.664980463413377,4.522899840162208,4.570260047912598,1187200,0.0,0.0
1982-01-22,4.5465814499627974,4.6057817292591885,4.475541114807129,4.475541114807129,868000,0.0,0.0
1982-01-25,4.582101925871426,4.724182605743408,4.428181189343445,4.724182605743408,1900800,0.0,0.0
1982-01-26,4.688660298860991,4.747860555159741,4.61761999130249,4.61761999130249,1143200,0.0,0.0
1982-01-27,4.7241793808497095,4.807059720864617,4.641299040834802,4.747859477996826,1310800,0.0,0.0
1982-01-28,4.878103543696791,4.960983943711057,4.78338308653763,4.949143886566162,1169200,0.0,0.0
1982-01-29,5.091219544410706,5.150419771671295,5.032019317150116,5.114899635314941,2861600,0.0,0.0
1982-02-01,4.901782394334198,5.00834288116755,4.795221907500846,4.818902015686035,1345200,0.0,0.0
1982-02-02,4.842581457951489,4.889941667809206,4.783381195629344,4.8307414054870605,1434400,0.0,0.0
1982-02-03,4.736019827215873,4.878100422032349,4.593939232399396,4.629459381103516,1294800,0.0,0.0
1982-02-04,4.664980256557465,4.736020565032959,4.59393994808197,4.736020565032959,1818000,0.0,0.0
1982-02-05,4.795220081168826,4.8781004282507565,4.700499684503763,4.783380031585693,1472000,0.0,0.0
1982-02-08,4.629462432861328,4.712342834472656,4.54658203125,4.558422088623047,1396400,0.0,0.0
1982-02-09,4.582099072424489,4.664979417403743,4.499218727445235,4.60577917098999,1279200,0.0,0.0
1982-02-10,4.688660407552914,4.759700716758261,4.605780046813342,4.641300201416016,1146000,0.0,0.0
1982-02-11,4.5820998845924255,4.664980244262056,4.499219524922795,4.522899627685547,1359200,0.0,0.0
1982-02-12,4.558418933302164,4.593939080834389,4.511058736592531,4.546578884124756,1182800,0.0,0.0
1982-02-16,4.58210164697925,4.712342262268066,4.451861031690434,4.712342262268066,1678400,0.0,0.0
1982-02-17,4.676820356018689,4.712340510621362,4.629460149881791,4.641300201416016,1125200,0.0,0.0
1982-02-18,4.664979751200616,4.712339951720419,4.617619550680812,4.676819801330566,765200,0.0,0.0
1982-02-19,4.653139480239595,4.700499678511754,4.593939232399396,4.629459381103516,774800,0.0,0.0
1982-02-22,4.558420321520637,4.700500954918683,4.416339688122591,4.428179740905762,1422000,0.0,0.0
1982-02-23,4.428181267799215,4.5110616658596285,4.333460812873029,4.451861381530762,1600800,0.0,0.0
1982-02-24,4.570259242264066,4.676819690917891,4.463698793610241,4.653139591217041,1030000,0.0,0.0
1982-02-25,4.582101821899414,4.653142160223436,4.499221427188055,4.582101821899414,789200,0.0,0.0
1982-02-26,4.558422472084782,4.593942647191937,4.511062238608576,4.53474235534668,640000,0.0,0.0
1982-03-01,4.475541495262308,4.558421893322722,4.380821040336122,4.451861381530762,977600,0.0,0.0
1982-03-02,4.333459716732219,4.487380417053308,4.1795390164111295,4.191379070281982,1373200,0.0,0.0
1982-03-03,4.049300759337669,4.0966610021369405,4.001940516538398,4.072980880737305,2811200,0.0,0.0
1982-03-04,4.049300759337669,4.144021244936211,3.9545802737391273,4.072980880737305,4486800,0.0,0.0
1982-03-05,4.049299148891284,4.1084994288458345,3.9900988689367325,4.084819316864014,2571200,0.0,0.0
1982-03-08,3.9782591280729873,4.155859982004817,3.788818217212369,3.8124983310699463,2307600,0.0,0.0
1982-03-09,4.021920502361646,4.188508925536389,3.8434329061029935,4.033819675445557,2858800,0.05,0.0
1982-03-10,4.117117503593708,4.2361093389576885,3.998125668229728,4.140915870666504,1601600,0.0,0.0
1982-03-11,4.117115497589111,4.1766113862825955,4.04572043115693,4.117115497589111,1247200,0.0,0.0
1982-03-12,4.081418886212659,4.129015607917763,4.033822164507555,4.057620525360107,1305600,0.0,0.0
1982-03-15,4.129016411575404,4.200411508029157,4.045722132379359,4.188512325286865,1224400,0.0,0.0
1982-03-16,4.176609753875293,4.236105619315111,4.117113888435473,4.1290130615234375,1113200,0.0,0.0
1982-03-17,4.117116427491487,4.176612329622867,4.045721344933831,4.057620525360107,759600,0.0,0.0
1982-03-18,4.117117503593708,4.1766134212756985,4.057621585911718,4.140915870666504,1245200,0.0,0.0
1982-03-19,4.140913443384643,4.164711796507543,4.057619207454493,4.081417560577393,1400800,0.0,0.0
1982-03-22,4.164714058913754,4.212310791015625,4.105218143786415,4.212310791015625,1125600,0.0,0.0
1982-03-23,4.1885124249646895,4.2361091570665605,4.12901650983735,4.212310791015625,1092800,0.0,0.0
1982-03-24,4.236105442047119,4.283702132407199,4.176609579097019,4.236105442047119,1596800,0.0,0.0
1982-03-25,4.236109056256034,4.307504152709788,4.164713959802281,4.188512325286865,1070400,0.0,0.0
1982-03-26,4.093318254807416,4.176612521620358,4.010023987994474,4.045721530914307,1150400,0.0,0.0
1982-03-29,4.0457231499427975,4.093319892883301,3.9862272212671677,4.093319892883301,644800,0.0,0.0
1982-03-30,4.057620525360107,4.081418886212659,4.02192298408128,4.057620525360107,793200,0.0,0.0
1982-03-31,4.069519705786384,4.1052172470652115,4.033822164507555,4.057620525360107,1119200,0.0,0.0
1982-04-01,4.117117326811882,4.212310791015625,4.02192386260814,4.212310791015625,1167600,0.0,0.0
1982-04-02,4.30750013049183,4.39079433191018,4.22420592907348,4.355096817016602,1537200,0.0,0.0
1982-04-05,4.283706089637799,4.355101191131762,4.212310988143836,4.2599077224731445,699600,0.0,0.0
1982-04-06,4.307503616646545,4.355100341692363,4.2599068916007266,4.343201160430908,776000,0.0,0.0
1982-04-07,4.3907999992370605,4.426497560206467,4.343203251277851,4.3907999992370605,1457600,0.0,0.0
