Date,Open,High,Low,Close,Volume
1986-03-13,0.0551207112947455,0.0632267713707467,0.0551207112947455,0.0605243369936943,1031788800
1986-03-14,0.0605243158032003,0.0637671116147949,0.0605243158032003,0.0626857653260231,308160000
1986-03-17,0.0626857811312826,0.0643074902096492,0.0626857811312826,0.0637671276926994,133171200
1986-03-18,0.0637671476306876,0.0643075103165919,0.0616050753593589,0.0621454380452632,67766400
1986-03-19,0.0621453963721367,0.0626857586956878,0.0605243094014836,0.0610646717250347,47894400
1986-03-20,0.0610647070095937,0.0610647070095937,0.0589032564664549,0.0594436191022396,58435200
1986-03-21,0.0594435902705952,0.0605243150179858,0.0567417784021188,0.0578225031495094,59990400
1986-03-24,0.0578225118136728,0.0578225118136728,0.0556610619950186,0.0562014244496822,65289600
1986-03-25,0.0562014248742266,0.0572821497917175,0.0556610624154812,0.0572821497917175,32083200
1986-03-26,0.0572821558451569,0.0594436059085555,0.0567417933293073,0.0589032433927059,22752000
1986-03-27,0.0589032436974506,0.0599839687347412,0.0589032436974506,0.0599839687347412,16848000
1986-03-31,0.0599839817380243,0.0599839817380243,0.0583628938306702,0.0594436191022396,12873600
1986-04-01,0.0594436059085555,0.0594436059085555,0.0589032433927059,0.0589032433927059,11088000
1986-04-02,0.0589032564664549,0.060524344373809,0.0589032564664549,0.0594436191022396,27014400
1986-04-03,0.0599839687347412,0.061605056290677,0.0599839687347412,0.0599839687347412,23040000
1986-04-04,0.0599839687347412,0.0605243312533864,0.0599839687347412,0.0599839687347412,26582400
1986-04-07,0.0599839684244052,0.0605243309402548,0.0578225183610066,0.0589032433927059,16560000
1986-04-08,0.0589032564664549,0.060524344373809,0.0589032564664549,0.0594436191022396,10252800
1986-04-09,0.0594436118539045,0.0610646995635891,0.0594436118539045,0.0605243369936943,12153600
1986-04-10,0.0605243094014836,0.0616050340485857,0.0594435847543816,0.0610646717250347,13881600
1986-04-11,0.0616050753593589,0.0632267849447833,0.0616050753593589,0.0621454380452632,17222400
1986-04-14,0.0621454029453174,0.0632267492340892,0.0621454029453174,0.0626857653260231,12153600
1986-04-15,0.0626857653260231,0.0626857653260231,0.0605243158032003,0.0626857653260231,9302400
1986-04-16,0.0626857850302314,0.0653882193105844,0.0621454224796719,0.064847856760025,31910400
1986-04-17,0.064847840254216,0.0653882026672363,0.064847840254216,0.0653882026672363,22003200
1986-04-18,0.0653882247158189,0.0653882247158189,0.0626857902120725,0.0632267743349075,21628800
1986-04-21,0.0632267743349075,0.0637671369301353,0.0616050650216168,0.0632267743349075,22924800
1986-04-22,0.0632267849447833,0.0632267849447833,0.0621454380452632,0.0621454380452632,15552000
1986-04-23,0.062145424582997,0.0626857871518451,0.0616050620141488,0.0624156035482883,15609600
1986-04-24,0.0624155767930572,0.0697110921919012,0.0621453979435815,0.0686303675174713,62352000
1986-04-25,0.0691707435482077,0.0759258979471341,0.0691707435482077,0.0729539021849632,85795200
1986-04-28,0.0729538931653734,0.0740346179201367,0.0724129092606352,0.0734942555427551,28886400
1986-04-29,0.0734942345274018,0.0734942345274018,0.0707918018858857,0.0713321641087532,30326400
1986-04-30,0.071332206570113,0.0718725691146378,0.0680900313029643,0.0697111189365387,30902400
1986-05-01,0.0697110921919012,0.0697110921919012,0.0675496428430414,0.0686303675174713,54345600
1986-05-02,0.0686303675174713,0.0697110921919012,0.0680900051802563,0.0686303675174713,20246400
1986-05-05,0.0686303915875718,0.0686303915875718,0.0680900290608406,0.0680900290608406,3254400
1986-05-06,0.0686303675174713,0.0697110921919012,0.0686303675174713,0.0686303675174713,9734400
