Date,Open,High,Low,Close,Volume
1999-01-22,0.4014069029493948,0.4479985568637617,0.3560098395201956,0.3763187527656555,271468800.0
1999-01-25,0.4061852185671455,0.4205211787169105,0.3763187351819397,0.4157428443431854,51048000.0
1999-01-26,0.4205211921154893,0.4288842277286411,0.377513310295884,0.3834871649742126,34320000.0
1999-01-27,0.3846817820446415,0.3942394087861713,0.3631773748052094,0.382292628288269,24436800.0
1999-01-28,0.3822926225297109,0.384681776250095,0.3787079212486245,0.3810980319976806,22752000.0
1999-01-29,0.3810979587166544,0.3822925490189778,0.3631772994995118,0.3631772994995117,24403200.0
1999-02-01,0.3631773558477406,0.3727349820903725,0.3631773558477406,0.370345801115036,15470400.0
1999-02-02,0.3631773890135146,0.37273501612896,0.3309217202493012,0.3416739106178283,26409600.0
1999-02-03,0.3368955774113401,0.3536207208548568,0.334505466519743,0.3488414287567138,7512000.0
1999-02-04,0.3536206492017418,0.3775132767362474,0.3488413580720126,0.3679566085338592,18192000.0
1999-02-05,0.3739295808320368,0.3822926167716033,0.364371954378433,0.3787079155445099,13684800.0
1999-02-08,0.3810979962106433,0.3822925866304954,0.3655674457550049,0.3655674457550049,15408000.0
1999-02-09,0.372734960809487,0.3751241416484159,0.3464522215861477,0.3512314856052398,8697600.0
1999-02-10,0.3512315363863482,0.360788233780099,0.3416739093075551,0.3476468622684479,14822400.0
1999-02-11,0.3488412872050817,0.3918491564644071,0.3488412872050817,0.3775132000446319,13224000.0
1999-02-12,0.3822925784388091,0.401406872400753,0.3822925784388091,0.3990176916122436,10972800.0
1999-02-16,0.4061852487242338,0.4229113206594356,0.3607882113894253,0.4014069139957428,21100800.0
1999-02-17,0.3918493168984071,0.3966286090140009,0.3727350195222292,0.3799034655094147,6772800.0
1999-02-18,0.3918492827290449,0.3966285744278832,0.3751241680265712,0.3858763575553894,7070400.0
1999-02-19,0.3822925784388091,0.4061852066340986,0.377513287176902,0.3990176916122436,7536000.0
1999-02-22,0.4061852487242338,0.4109645404813855,0.3799034370170346,0.4014069139957428,20524800.0
1999-02-23,0.4109645013537947,0.4288842050722575,0.3870709159289069,0.4205211699008941,13809600.0
1999-02-24,0.4826443244319991,0.5017586479251726,0.4432202119170393,0.4539724290370941,61276800.0
1999-02-25,0.4730866944290388,0.4874226548662824,0.4324679940239177,0.4396364390850067,14913600.0
1999-02-26,0.4444147832784582,0.4587507440293761,0.4157428617766222,0.4193266332149505,17260800.0
1999-03-01,0.430078710299582,0.439636333982366,0.4014067962796098,0.4217156767845154,9216000.0
1999-03-02,0.4205211905063685,0.4229113011169914,0.4109645214909938,0.4181320369243622,5524800.0
1999-03-03,0.4205211270159396,0.4205211270159396,0.3870708764552256,0.3894600570201874,6139200.0
1999-03-04,0.4085753642296619,0.4109645452937224,0.3775133307165944,0.3810980319976806,5736000.0
1999-03-05,0.3846817203094861,0.4037960410399987,0.3846817203094861,0.4026014506816864,7876800.0
1999-03-08,0.3918492842121915,0.4205212063991482,0.3846817685079407,0.4085753560066223,7588800.0
1999-03-09,0.4073797197745293,0.427689529964147,0.4073797197745293,0.4217156767845154,14318400.0
1999-03-10,0.4276895560930689,0.4276895560930689,0.4085752645881277,0.4145481884479522,23534400.0
1999-03-11,0.4073797262209962,0.4145481696817803,0.3966284692287444,0.3966284692287445,5428800.0
1999-03-12,0.3990176542774944,0.3990176542774944,0.3822925426689728,0.3894600570201874,9076800.0
1999-03-15,0.3990176946742713,0.4109645010497122,0.3966285412111009,0.4061852097511291,10881600.0
1999-03-16,0.4085753260392223,0.4133536603770255,0.3894601019745186,0.3930438458919525,7915200.0
1999-03-17,0.3966285527833993,0.4037960680693813,0.3858763364976664,0.3954339623451233,5136000.0
1999-03-18,0.396628662152759,0.4061853336068471,0.3870710336698101,0.4002124071121216,4632000.0
1999-03-19,0.3990177329596593,0.413353694173793,0.3990177329596593,0.4014069139957428,10531200.0
