Date,Open,High,Low,Close,Volume
1984-10-17,0.0,0.1207033332336666,0.1175263226032257,0.1175263226032257,9868800
1984-10-18,0.0,0.1270557211053228,0.1207033470273017,0.1207033470273017,5324800
1984-10-19,0.0,0.1207033332336666,0.1175263226032257,0.1175263226032257,3043200
1984-10-22,0.0,0.1207033332336666,0.1175263226032257,0.1175263226032257,2326400
1984-10-23,0.0,0.1175263498591437,0.1143501624464988,0.1143501624464988,787200
1984-10-24,0.0,0.1207033332336666,0.1175263226032257,0.1175263226032257,230400
1984-10-25,0.0,0.1207033612263757,0.1143501624464988,0.1143501624464988,1587200
1984-10-26,0.0,0.1175263498591437,0.1143501624464988,0.1143501624464988,758400
1984-10-29,0.0,0.1175263498591437,0.1143501624464988,0.1143501624464988,614400
1984-10-30,0.0,0.1207033612263757,0.1143501624464988,0.1143501624464988,192000
1984-10-31,0.0,0.1207033332336666,0.1175263226032257,0.1175263226032257,297600
1984-11-01,0.0,0.1175263498591437,0.1143501624464988,0.1143501624464988,352000
1984-11-02,0.0,0.1175263498591437,0.1143501624464988,0.1143501624464988,1638400
1984-11-05,0.0,0.1143502211348659,0.1111740320920944,0.1111740320920944,534400
1984-11-06,0.0,0.1143502211348659,0.1111740320920944,0.1111740320920944,544000
1984-11-07,0.0,0.1143502211348659,0.1111740320920944,0.1111740320920944,76800
1984-11-08,0.0,0.1143502211348659,0.1111740320920944,0.1111740320920944,44800
1984-11-09,0.0,0.1143502211348659,0.1111740320920944,0.1111740320920944,896000
1984-11-12,0.0,0.1143502211348659,0.1111740320920944,0.1111740320920944,300800
1984-11-13,0.0,0.1143502211348659,0.1111740320920944,0.1111740320920944,464000
1984-11-14,0.0,0.1143501964982334,0.1079978197813034,0.1079978197813034,1523200
1984-11-15,0.0,0.1111740081397684,0.1079978197813034,0.1079978197813034,156800
1984-11-16,0.0,0.1111739605465871,0.1016445755958557,0.1016445755958557,579200
1984-11-19,0.0,0.1111739605465871,0.1016445755958557,0.1016445755958557,358400
1984-11-20,0.0,0.1048208308244127,0.0984684526920318,0.0984684526920318,179200
1984-11-21,0.0,0.1048208308244127,0.0984684526920318,0.0984684526920318,905600
1984-11-23,0.0,0.1048208308244127,0.0984684526920318,0.0984684526920318,25600
1984-11-26,0.0,0.1048207625946062,0.1016445755958557,0.1016445755958557,166400
